synthetic_id,circuits,communities,customers_out,cause,cause_detail,crew_status,start_utc,etr_utc,n_out,centroid_lat,centroid_lng,geom_point_encoded,geom_polygon_encoded,inc_id_raw,positional_id_raw,tile_quadkey,deployment_guid,retrieved_utc
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,5,,The cause of the outage is unknown and still under investigation.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.7675,-116.9396,{{~fEnwvhU,,,11-1,02301322130,52c540f9-6c28-4db9-bdc3-1d1e40831eb1,2026-08-28T00:17:58Z
"312, MO1|2026-08-27T18:33:57Z","312, MO1","Dana Point/ Capistrano Beach, S Laguna",1341,,The cause of the outage is unknown and still under investigation.,,2026-08-27T18:33:57Z,2026-08-28T01:30:00Z,1,33.49119,-117.73142,}flkEjlqmU,{qjkEnepmUiR~p@i^zYyc@fOoP~CeBcL{@cGjf@c~@vGcG~a@gY~MrDhJ~HP~C,,6-0,023013,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
973|2026-08-27T20:23:47Z,973,SD Country Estates,20,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T20:23:47Z,2026-08-28T05:00:00Z,1,32.994,-116.8154,ockhEfo~gU,,,8-0,02301322,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
475|2026-08-27T21:53Z,475,S Poway,44,,The cause of the outage is unknown and still under investigation.,,2026-08-27T21:53Z,2026-08-28T02:00:00Z,1,32.97733,-117.04626,i{ghEbrkiU,cvghEvlkiUcGfORgOnF?,,8-1,02301322,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
761|2026-08-27T21:24:40Z,761,Sorrento/ Mira Mesa/ Scripps Ranch,48,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-27T21:24:40Z,2026-08-28T03:00:00Z,1,32.88237,-117.16809,yiugEpkcjU,ccugE~ocjUgJg@cBsDjHoAz@z@bB~C?nA,,8-2,02301322,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
377|2026-08-27T22:50Z,377,Coronado/ Coronado Cays,22,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:50Z,2026-08-28T02:00:00Z,1,32.69475,-117.1905,eupfErwgjU,,,8-4,02301322,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
"95, NB1|2026-08-27T22:22:56Z","95, NB1","Casa De Oro/ Rancho San Diego, Granite Hills/ Singing Hills",200,,The cause of the outage is unknown and still under investigation.,,2026-08-27T22:22:56Z,2026-08-28T04:00:00Z,1,32.75869,-116.96081,yd}fE`|zhU,wy{fE~j{hUkCzEyJjCe~@gTkM_NnFwGvB{@vcArDvL~\,,11-0,02301322130,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
93|2026-08-27T19:51Z,93,Granite Hills/ Singing Hills,5,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-27T19:51Z,2026-08-28T03:00:00Z,1,32.7675,-116.9396,{{~fEnwvhU,,,11-1,02301322130,a53ca6af-aae5-4c7a-8c6d-61b12d9011fb,2026-08-28T00:25:59Z
286|2026-08-28T10:52Z,286,Encinitas/ Cardiff-By-The-Sea/ Olivenhain,177,,The cause of the outage is unknown and still under investigation.,,2026-08-28T10:52Z,2026-08-28T14:00:00Z,1,33.06098,-117.30159,cfxhE|m}jU,oswhEbb}jUcBnFg@z@w[vLkCgEj\kMbGoA,,8-0,02301322,bd998c31-0062-44e7-9b0b-1b84f12d22a1,2026-08-28T12:07:04Z
910|2026-08-28T05:49:34Z,910,Rancho Penasquitos/ Rancho Bernardo/ San Pasqual,226,,The cause of the outage is unknown and still under investigation.,,2026-08-28T05:49:34Z,2026-08-28T14:00:00Z,1,32.9608,-117.12911,_tdhE|w{iU,kidhE~u{iUg@bLwL~C_D_Ig@kC?{JbBoArDSrDS~Cz@z@~H,,8-1,02301322,bd998c31-0062-44e7-9b0b-1b84f12d22a1,2026-08-28T12:07:04Z
286|2026-08-28T10:45Z,286,Encinitas/ Cardiff-By-The-Sea/ Olivenhain,856,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-28T10:45Z,2026-08-28T19:00:00Z,1,33.06557,-117.30373,ybyhEh{}jU,oswhEbb}jUoAjMogA~\gEnA_Dz@aGcBf@kCbGkHxkAk\bGoA,,8-0,02301322,3adea0af-8885-46c7-bf6f-69951e872372,2026-08-28T15:16:45Z
910|2026-08-28T05:49:34Z,910,Rancho Penasquitos/ Rancho Bernardo/ San Pasqual,226,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-28T05:49:34Z,2026-08-28T19:00:00Z,1,32.9608,-117.12911,_tdhE|w{iU,kidhE~u{iUg@bLwL~C_D_Ig@kC?{JbBoArDSrDS~Cz@z@~H,,8-1,02301322,3adea0af-8885-46c7-bf6f-69951e872372,2026-08-28T15:16:45Z
230|2026-08-28T18:48Z,230,Live Oak Park/ Winterwarm/ San Luis Rey Heights,5,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-28T18:48Z,2026-08-29T03:00:00Z,1,33.33865,-117.1935,qmnjEjjhjU,,,4-0,0230,aacda19d-c299-4c29-87b7-9ab6c6c2d7cb,2026-08-28T22:14:27Z
230|2026-08-28T18:48Z,230,Live Oak Park/ Winterwarm/ San Luis Rey Heights,5,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-28T18:48Z,2026-08-29T05:00:00Z,1,33.33865,-117.1935,qmnjEjjhjU,,,4-0,0230,a4fa4483-451a-44b3-9eaf-7ee335fda1dc,2026-08-29T03:39:32Z
1030|2026-08-29T09:41:31Z,1030,"Lake Wohlford/ Bear Valley/ Skyline Ranch, Rincon/ La Jolla Indian Res/ Hellhole Canyon, Valley Center/ Rincon/ Pauma Valley",546,,The cause of the outage is unknown and still under investigation.,,2026-08-29T09:41:31Z,2026-08-29T13:30:00Z,1,33.20862,-116.94466,{`uiEbwwhU,wcqiEn~uhUiRnoBi|@jgBgEzEmbAnU}dB{qHjMcLbj@c[~Hz@~eCbt@vt@zm@,,7-0,0230132,c6faaa2d-5755-4a22-92c5-7aea4a1fb38e,2026-08-29T10:28:46Z
957|2026-08-29T07:03:15Z,957,Sorrento/ Mira Mesa/ Scripps Ranch,71,,The cause of the outage is unknown and still under investigation.,,2026-08-29T07:03:15Z,2026-08-29T13:00:00Z,1,32.88601,-117.17622,q`vgEj~djU,m{ugEzydjUyBfOoFkCjCsNlC_DnAvG,,7-1,0230132,c6faaa2d-5755-4a22-92c5-7aea4a1fb38e,2026-08-29T10:28:46Z
1030|2026-08-29T09:41:31Z,1030,"Lake Wohlford/ Bear Valley/ Skyline Ranch, Rincon/ La Jolla Indian Res/ Hellhole Canyon, Valley Center/ Rincon/ Pauma Valley",546,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-29T09:41:31Z,2026-08-29T17:00:00Z,1,33.20862,-116.94466,{`uiEbwwhU,wcqiEn~uhUiRnoBi|@jgBgEzEmbAnU}dB{qHjMcLbj@c[~Hz@~eCbt@vt@zm@,,7-0,0230132,4c260dc7-3eaa-498c-9b22-f721320571d9,2026-08-29T15:17:06Z
957|2026-08-29T07:03:15Z,957,Sorrento/ Mira Mesa/ Scripps Ranch,71,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-29T07:03:15Z,2026-08-29T19:00:00Z,1,32.88601,-117.17622,q`vgEj~djU,m{ugEzydjUyBfOoFkCjCsNlC_DnAvG,,10-0,0230132210,4c260dc7-3eaa-498c-9b22-f721320571d9,2026-08-29T15:17:06Z
960|2026-08-29T10:50Z,960,Sorrento/ Mira Mesa/ Scripps Ranch,38,,The cause of the outage is unknown and still under investigation.,,2026-08-29T10:50Z,2026-08-29T18:30:00Z,1,32.92924,-117.143,wn~gEvn~iU,oi~gEfl~iUsDjCsDf@nFsDvB?,,10-1,0230132210,4c260dc7-3eaa-498c-9b22-f721320571d9,2026-08-29T15:17:06Z
1030|2026-08-29T09:41:31Z,1030,"Lake Wohlford/ Bear Valley/ Skyline Ranch, Valley Center/ Rincon/ Pauma Valley",20,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-29T09:41:31Z,2026-08-30T01:00:00Z,1,33.20509,-116.97063,yjtiEly|hU,wgtiEz~|hUoA{@kCoKzEjM,,7-0,0230132,f578982a-1342-4159-8bc0-6493a37d8c9d,2026-08-29T18:39:16Z
957|2026-08-29T07:03:15Z,957,Sorrento/ Mira Mesa/ Scripps Ranch,71,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-29T07:03:15Z,2026-08-29T21:00:00Z,1,32.88601,-117.17622,q`vgEj~djU,m{ugEzydjUyBfOoFkCjCsNlC_DnAvG,,10-0,0230132210,f578982a-1342-4159-8bc0-6493a37d8c9d,2026-08-29T18:39:16Z
960|2026-08-29T10:50Z,960,Sorrento/ Mira Mesa/ Scripps Ranch,38,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-29T10:50Z,2026-08-30T00:00:00Z,1,32.92924,-117.143,wn~gEvn~iU,oi~gEfl~iUsDjCsDf@nFsDvB?,,10-1,0230132210,f578982a-1342-4159-8bc0-6493a37d8c9d,2026-08-29T18:39:16Z
1030|2026-08-29T09:41:31Z,1030,"Lake Wohlford/ Bear Valley/ Skyline Ranch, Valley Center/ Rincon/ Pauma Valley",20,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-08-29T09:41:31Z,2026-08-30T01:00:00Z,1,33.20509,-116.97063,yjtiEly|hU,wgtiEz~|hUoA{@kCoKzEjM,,7-0,0230132,d55f28be-b52d-450d-8bfe-d14cd809e57d,2026-08-29T21:20:04Z
960|2026-08-29T10:50Z,960,Sorrento/ Mira Mesa/ Scripps Ranch,38,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-29T10:50Z,2026-08-30T00:00:00Z,1,32.92924,-117.143,wn~gEvn~iU,oi~gEfl~iUsDjCsDf@nFsDvB?,,7-1,0230132,d55f28be-b52d-450d-8bfe-d14cd809e57d,2026-08-29T21:20:04Z
960|2026-08-29T10:50Z,960,Sorrento/ Mira Mesa/ Scripps Ranch,38,Unselected,The cause of the outage is unknown and still under investigation.,,2026-08-29T10:50Z,2026-08-30T02:00:00Z,1,32.92924,-117.143,wn~gEvn~iU,oi~gEfl~iUsDjCsDf@nFsDvB?,,4-0,0230,192e702d-3054-4894-ab0d-c5b54a2c83d5,2026-08-29T23:26:10Z
305|2026-08-30T08:50Z,305,NW Rancho Santa Fe/ San Elijo Lagoon,1,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-30T08:50Z,2026-08-30T13:30:00Z,1,33.01979,-117.2087,udphEjikjU,,,4-0,0230,e0184a77-4b1c-40e4-b998-d04374ff254c,2026-08-30T13:14:57Z
305|2026-08-30T08:50Z,305,NW Rancho Santa Fe/ San Elijo Lagoon,1,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-30T08:50Z,2026-08-30T21:30:00Z,1,33.01979,-117.2087,udphEjikjU,,,4-0,0230,0c0410f8-a602-4606-b15c-008b91b85e74,2026-08-30T17:36:12Z
470|2026-08-30T22:23Z,470,N San Pasqual,3,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-30T22:23Z,2026-08-31T07:00:00Z,1,33.089,-117.0303,gu}hEjnhiU,,,4-0,0230,34b8bc5a-7d78-4ae9-b6f3-ab32776b5a20,2026-08-31T00:55:37Z
470|2026-08-30T22:23Z,470,N San Pasqual,3,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-30T22:23Z,2026-08-31T13:00:00Z,1,33.089,-117.0303,gu}hEjnhiU,,,4-0,0230,aa17b73b-2c9d-4097-ae79-a00cff6ebf45,2026-08-31T06:57:55Z
470|2026-08-30T22:23Z,470,N San Pasqual,3,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-08-30T22:23Z,2026-08-31T18:00:00Z,1,33.089,-117.0303,gu}hEjnhiU,,,4-0,0230,eb699d13-c265-4df5-8736-7c9d99652b1b,2026-08-31T15:02:14Z
781|2026-09-02T03:16Z,781,Carlsbad/ La Costa,48,,The cause of the outage is unknown and still under investigation.,,2026-09-02T03:16Z,2026-09-02T06:30:00Z,1,33.16427,-117.34024,ukliEn_ekU,kdliE~bekUSbBoA?wGS?cQzJrN,,4-0,0230,9b52a725-44e3-4df5-8ce2-a7f581a6a550,2026-09-02T05:57:27Z
781|2026-09-02T03:16Z,781,Carlsbad/ La Costa,21,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-09-02T03:16Z,2026-09-02T13:00:00Z,1,33.16349,-117.34096,yfliE~cekU,kdliE~bekUSbBoA?oAkCrDf@,,7-0,0230132,3e6b0a9b-e756-4e5f-bb5b-27a15ded299a,2026-09-02T11:10:17Z
65|2026-09-02T10:27:09Z,65,La Jolla/ La Jolla Shores/ Soledad Mountain,395,,The cause of the outage is unknown and still under investigation.,,2026-09-02T10:27:09Z,2026-09-02T12:30:00Z,1,32.86291,-117.24339,epqgEdbrjU,mqpgEvzqjUyBrg@gEz@sDg@ka@{TaQsSUkH~RgJbLnAhYfJjHbG,,8-0,02301322,3e6b0a9b-e756-4e5f-bb5b-27a15ded299a,2026-09-02T11:10:17Z
167|2026-09-02T08:39:35Z,167,City Heights/ Chollas Creek/ Oak Park,7,,The cause of the outage is unknown and still under investigation.,,2026-09-02T08:39:35Z,2026-09-02T12:30:00Z,1,32.7355,-117.0814,{sxfEvmriU,,,8-1,02301322,3e6b0a9b-e756-4e5f-bb5b-27a15ded299a,2026-09-02T11:10:17Z
65|2026-09-02T10:27Z,65,La Jolla/ La Jolla Shores/ Soledad Mountain,88,Device/Equipment Damaged,Our equipment has been damaged and our crews need to make repairs.,,2026-09-02T10:27Z,2026-09-02T16:30:00Z,1,32.8613,-117.24665,cfqgEpvrjU,gupgEjcsjUgEz@sDg@cGcGsIkMSkCnFoAvVv[,,8-0,02301322,731e3497-dbf7-474c-b2c2-e785568541ed,2026-09-02T15:08:51Z
167|2026-09-02T08:39:35Z,167,City Heights/ Chollas Creek/ Oak Park,7,Unselected,The cause of the outage is unknown and still under investigation.,,2026-09-02T08:39:35Z,2026-09-02T18:30:00Z,1,32.7355,-117.0814,{sxfEvmriU,,,8-1,02301322,731e3497-dbf7-474c-b2c2-e785568541ed,2026-09-02T15:08:51Z
836|2026-09-03T17:20:45Z,836,North City West/ Torrey Pines/ Fairbanks Country Club,66,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-09-03T17:20:45Z,2026-09-03T23:00:00Z,1,32.95429,-117.21496,ikchEnpljU,wechE~qljUsD?sDkCfJjC,,4-0,0230,e7299d5a-3ed9-4cfa-a8e6-189f3232ba2d,2026-09-03T18:46:05Z
836|2026-09-03T17:20:45Z,836,North City West/ Torrey Pines/ Fairbanks Country Club,66,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-09-03T17:20:45Z,2026-09-03T23:00:00Z,1,32.95429,-117.21496,ikchEnpljU,wechE~qljUsD?sDkCfJjC,,7-0,0230132,e608cd06-04ef-4891-9488-d5de7ef930bd,2026-09-03T21:25:02Z
1162|2026-09-03T18:53Z,1162,Sunnyside/ Otay Lake/ Otay Mesa,1,,The cause of the outage is unknown and still under investigation.,,2026-09-03T18:53Z,2026-09-03T21:30:00Z,1,32.5751,-116.9136,kiyeE~tqhU,,,7-1,0230132,e608cd06-04ef-4891-9488-d5de7ef930bd,2026-09-03T21:25:02Z
836|2026-09-03T17:20:45Z,836,North City West/ Torrey Pines/ Fairbanks Country Club,66,Vehicle Contact,A vehicle has come into contact with our electric system and our crews are currently on scene making repairs.,,2026-09-03T17:20:45Z,2026-09-04T03:00:00Z,1,32.95429,-117.21496,ikchEnpljU,wechE~qljUsD?sDkCfJjC,,4-0,0230,1b15aac3-3f65-4a13-a5ca-28cd81029f77,2026-09-03T23:30:19Z
