utility,incident_id,type,latitude,longitude,start_local_raw,start_utc,etr_local_raw,etr_utc,retrieved_utc
anaheim,293483,Current Electric Outage,33.8124653739,-117.936423114,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8119652487,-117.936424022,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8119775685,-117.936192845,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.811970752,-117.936016396,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8119738749,-117.935785041,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8119855988,-117.935597931,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8119884236,-117.93538861,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120185392,-117.935201856,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.812002971,-117.934992179,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120056461,-117.934793874,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
